2.573830040589589085e+00, -1.256848090166116316e+00, -2.787669890860313693e-01, -4.918487781820757299e-01, 7.047788900595586270e-01 0
2.561589131318034340e+00, -1.256844939054563737e+00, -2.780342140018016717e-01, -5.237697173121413918e-01, 6.538352865378083134e-01 0
2.586053862774811307e+00, -1.256816689811566690e+00, -2.795103653181446601e-01, -4.783206787308716956e-01, 7.252190826633492238e-01 0
2.549335632368696203e+00, -1.256816352115133872e+00, -2.771623166654396675e-01, -5.264238263423990372e-01, 6.454385938746980411e-01 0
2.528855011846731671e+00, -1.256808868333608498e+00, -2.758340354152325480e-01, -5.532717738749820535e-01, 5.974846919015883717e-01 0
2.553426294262033380e+00, -1.256802351802771778e+00, -2.774022429793780997e-01, -5.320041412336967701e-01, 6.368295461337518670e-01 0
2.491834626567087430e+00, -1.256799796488011767e+00, -2.736273244365595714e-01, -6.138093738787054887e-01, 4.898652509463775617e-01 0
2.569761723458497737e+00, -1.256799768873080758e+00, -2.784133597683913219e-01, -5.019300574801739412e-01, 6.896612716796746145e-01 0
2.516539691629481545e+00, -1.256797358767932415e+00, -2.750494025930965147e-01, -5.662109222840012723e-01, 5.728979001004638194e-01 0
2.557516707245023113e+00, -1.256792813216999871e+00, -2.776350977866309799e-01, -5.192734415422184391e-01, 6.582938280724074387e-01 0
2.479452341314613228e+00, -1.256788254983551179e+00, -2.728584338862605208e-01, -6.256754131593419421e-01, 4.692524588464979107e-01 0
2.520651431894157302e+00, -1.256786577168077290e+00, -2.752910974456214133e-01, -5.616631634321502808e-01, 5.835180013659688747e-01 0
2.541157416332310959e+00, -1.256784451304964634e+00, -2.765599685734020374e-01, -5.375575356074031586e-01, 6.270925710892081284e-01 0
2.265108313640518123e+00, -1.256781103883437334e+00, -3.015685363128854934e-01, -1.940921415194668542e+00, -2.051984910696749598e+00 0
2.532967290743302513e+00, -1.256769507037510447e+00, -2.760097442478314789e-01, -5.435745957557929220e-01, 6.142671755649313781e-01 0
2.537063891773576163e+00, -1.256768322238016822e+00, -2.762718367505881956e-01, -5.391468326219832630e-01, 6.225538891168342914e-01 0
2.545255215178555908e+00, -1.256767182396055338e+00, -2.768053113689100675e-01, -5.349399944610043756e-01, 6.308506049822636408e-01 0
2.421347124785652838e+00, -1.256761516314826910e+00, -2.699093733843209719e-01, -7.645009711269745711e-01, 2.186539809383462596e-01 0
2.273533078422418807e+00, -1.256761249622076138e+00, -2.873214445654136417e-01, -1.948257930736605248e+00, -2.002262320806523554e+00 0
2.260838483151330180e+00, -1.256760683842844895e+00, -2.942623290973638284e-01, -1.824935354738700832e+00, -1.809034728600201092e+00 0
2.400471778795211453e+00, -1.256760409550591318e+00, -2.689396328117551471e-01, -7.997251327842143098e-01, 1.578905919975618077e-01 0
2.590130196459380141e+00, -1.256758312660937182e+00, -2.796806969284431066e-01, -4.747357584282471121e-01, 7.231957196103644403e-01 0
2.371120269102172884e+00, -1.256757620098739814e+00, -2.680424820960706223e-01, -9.128433688783155198e-01, -4.660572534622609009e-02 0
2.429682264003450332e+00, -1.256757301393512716e+00, -2.702624225127422397e-01, -7.388096117084376191e-01, 2.672089797976471837e-01 0
2.454620136495901939e+00, -1.256755463770152570e+00, -2.714364851310569482e-01, -6.756855821935232598e-01, 3.806140314908547650e-01 0
2.396286863469132555e+00, -1.256753264244217405e+00, -2.687998689730924373e-01, -8.246636473788842014e-01, 1.133532251968791954e-01 0
2.565692007286755505e+00, -1.256753223120510965e+00, -2.780804750445297069e-01, -5.146750578037139201e-01, 6.695796146789332326e-01 0
2.500088989447620591e+00, -1.256750582413698636e+00, -2.740152998307905374e-01, -6.054571621590103536e-01, 5.080998400574997520e-01 0
2.425520279857745543e+00, -1.256744965893913601e+00, -2.700180822036618578e-01, -7.480301972275525957e-01, 2.506199534907905813e-01 0
2.433849191127864131e+00, -1.256744837426988282e+00, -2.703834107523546137e-01, -7.199035611229991360e-01, 3.018565345655498944e-01 0
2.495969754941144814e+00, -1.256743664439569530e+00, -2.737592397740130079e-01, -6.099276017482072598e-01, 4.990001466691653675e-01 0
2.582000270771338535e+00, -1.256743083388677462e+00, -2.791001347736563609e-01, -4.837682673733793015e-01, 7.222352377644842836e-01 0
2.392104898415291725e+00, -1.256742410024058954e+00, -2.685515273721027496e-01, -8.224687769461324072e-01, 1.165473958239802432e-01 0
2.512441770122763707e+00, -1.256739997082821247e+00, -2.746857348973560375e-01, -5.748514222963269082e-01, 5.594411879423958345e-01 0
