1.160245528297425333e+00, -2.574365040182603481e-01, -3.794281669008127689e-01, -3.783560688199806843e-01, -7.322378391433915779e-01, -3.272103997013422472e-01, 5.464643277988061860e+33, -3.103448, 0.0028255627134617664, 0, 0
1.742381339312970123e+00, -3.601306412847863903e-01, -5.052252170492436134e-01, -4.955474712593874731e-01, -7.849353075946201574e-01, -1.798096373192873187e+00, 1.848985105495979658e+34, -3.103448, 0.019155310272077855, 0, 0
1.584467430445092972e+00, -8.565489991287998216e-04, -1.727884784389945418e-03, -1.676833527107950790e-03, -3.972055172952337725e-03, -7.562935634758261375e-03, 1.231118614487993715e+34, -3.103448, 0.029545521636165695, 16, 1
1.463679233421065984e+00, -2.317355892706490783e-02, -4.403512076406965181e-02, -4.329742249570871920e-02, -1.008263163305481852e-01, -8.689586115828751289e-02, 8.979852518573167031e+33, -3.103448, 0.01675249790532778, 0, 0
1.310001413005938975e+00, -1.950995531351315260e-01, -3.128090496888594751e-01, -3.096032812145753654e-01, -6.087822256959566358e-01, -4.305124265588908816e-01, 7.209144364226203050e+33, -3.103448, 0.010248323945463786, 0, 0
1.915941495217097224e+00, -3.426003946303080548e-03, -2.770136658940774640e-03, -7.031266001924464604e+00, -9.238078458882932609e-02, -1.667566111325799284e+03, 1.165772401830629177e+35, -3.103448, 2537.237952712784, 0, 0
1.600651144815702143e+00, -5.626943325576963528e-03, -1.141834185535183649e-02, -1.113702373664625378e-02, -2.631364472202623456e-02, -5.531220885033295148e-02, 1.288211749255523520e+34, -3.103448, 0.0246373880086387, 0, 0
1.115025960202861821e+00, -5.878679402131353759e-03, -9.274909959812551938e-03, -9.210045814175775447e-03, -2.132813334818616652e-02, 7.986173128327268139e-03, 3.843578551176261221e+33, -3.103448, 0.006993506774494597, 0, 0
1.924679180283423108e+00, -3.447005119843780108e-01, -4.744029039557876581e-01, -4.642232874264929920e-01, -7.951124902773982761e-01, -2.228510486188214568e+00, 2.487680451260427018e+34, -3.103448, 0.021457744976711532, 0, 0
1.424871922926569612e+00, -1.273985232802917270e-02, -2.375983923708006873e-02, -2.354194035445384553e-02, -5.470789099526509464e-02, -3.350479398036185219e-02, 8.126864953203202982e+33, -3.103448, 0.00917089044466959, 0, 0
8.574253819351507211e-01, -4.520724269912582138e-03, -6.292096871354289564e-03, -6.292456771363273693e-03, -1.450372973791867054e-02, 9.392169143751960547e-03, 2.013611093841069049e+33, -3.103448, 5.7198739361853714E-5, 0, 0
2.491095809940672368e+00, -3.944912952301797282e-01, -3.404271604932006534e-01, 5.836134118130968662e-02, -2.293320245965353027e-02, 1.202659408630331273e+00, 6.940240305753387255e+34, -3.103448, 1.1714356195808746, 0, 0
2.034620835458062160e+00, -1.081648370763995393e-01, -1.010397925665424135e-01, 1.160645025639045758e-01, -8.777396937701695268e-02, 2.851850044170547882e+00, 7.699851979884828826e+34, -3.103448, 2.148700918872802, 0, 0
2.373429210748701834e+00, -2.936663970867970930e-01, -2.437592823862297364e-01, 1.721654858199891114e-01, 4.727273167447047092e-02, 4.686016739251945395e+00, 7.405977229757403785e+34, -3.103448, 1.706293045067296, 0, 0
2.696378693923184855e+00, -4.658094417360106876e-01, -3.720451755050872000e-01, 5.470796096147600290e-02, -1.170346835816269554e-02, 9.809970885122860640e-01, 7.145698655396154859e+34, -3.103448, 1.1470465539223957, 0, 0
1.696570742512529595e+00, -7.733715333100867582e-04, -1.604049340627182029e-03, -1.550166647511606356e-03, -3.696641993608128143e-03, -1.353052727518517899e-02, 1.715286615583084713e+34, -3.103448, 0.03359166813067457, 16, 1
1.600593776164089821e+00, -1.201747269118536368e-02, -2.436400084416937006e-02, -2.366498352211966055e-02, -5.593166687496160805e-02, -1.175557986895516965e-01, 1.288692870327758297e+34, -3.103448, 0.028690580275406354, 0, 0
1.901809489976398648e+00, -7.316976695526744914e-03, -6.957350405235276924e-03, -3.337870582724530522e+00, -1.130216229473112038e-01, -5.661991340955169107e+02, 1.125822948187777258e+35, -3.103448, 478.76174668633115, 0, 0
1.463900110880691052e+00, -6.052734018118956574e-03, -1.153144750215868292e-02, -1.135474158205539152e-02, -2.654565980411995041e-02, -2.237655338719909265e-02, 8.957433846359780812e+33, -3.103448, 0.015323828172500643, 0, 0
1.437494886071050582e+00, -9.970854680385556057e-02, -1.798486602126269651e-01, -1.777022023505140658e-01, -3.822923347254849613e-01, -3.575803125487448386e-01, 8.835164701246868432e+33, -3.103448, 0.011934800401488891, 0, 0
2.357300761313124049e+00, -3.382191567625633111e-01, -3.042710263067478493e-01, 5.684085134820057728e-02, -1.468190961536556538e-01, 7.476673918520224671e-01, 6.952587891327636771e+34, -3.103448, 1.1868099373053584, 0, 0
7.105431326216782306e-01, -3.927551506199583597e-01, -4.512261488687561162e-01, 1.984217554304839037e-01, -5.398651320754585536e-02, 2.669666221358175107e-01, 2.000000000000000468e+33, -3.103448, 1.4397390442197022, 0, 0
1.463912320326286931e+00, -3.004415493376219951e-03, -5.724752500806506994e-03, -5.621494440776539717e-03, -1.316390264930058715e-02, -1.107669315895752279e-02, 8.956182331980161599e+33, -3.103448, 0.018037122131554197, 0, 0
1.214288394399246851e+00, -4.654615693892033210e-03, -7.740040441561425559e-03, -7.684550498050826337e-03, -1.784567743892776642e-02, 3.095474442302050856e-03, 4.875919299895545275e+33, -3.103448, 0.007169205888464976, 0, 0
