#  Parameters: 
#  beta0=-6.000000e+00 
#  sp=1.000000e+36 
#  sM=1.000000e+04 
#  psur=1.000000e+30 
#  rhocen=1.000000e+02 
#  mtb=1.660000e-27 
#  nt0=1.000000e+44 
#  Gamma=2.340000e+00 
#  kns=1.950000e-02 
#  Columns: 
#  mA/solar_mass, alpha0, alphaA_true, alphaA_check, betaA, kA.
1.314211482803848696e+00, -1.063328192115678185e-05, -4.150038032943289407e-02, 1.537801294914763275e+03, -1.880584965416743026e+00, 3.767550044836074790e+02
1.320002944733241534e+00, -1.063379140693778755e-05, -4.200623756437030232e-02, 1.510378117480747278e+03, -1.855028426039146972e+00, 3.708498219806095904e+02
1.325793459524319040e+00, -1.063451881068590339e-05, -4.229690696341446149e-02, 1.448693832444181680e+03, -1.786639361568322704e+00, 3.568749098678607652e+02
1.331583974315396324e+00, -1.063524621443401585e-05, -4.258757636245863454e-02, 1.387545888657270552e+03, -1.718250297097497326e+00, 3.429779889314750676e+02
1.337374489106474051e+00, -1.063597361818213169e-05, -4.287824576150280065e-02, 1.326927321203922929e+03, -1.649861232626671725e+00, 3.291584082991794276e+02
1.343165003897551557e+00, -1.063670102193024753e-05, -4.316891516054695982e-02, 1.266831285265404404e+03, -1.581472168155846347e+00, 3.154155243252938021e+02
1.348955518688629063e+00, -1.063742842567836337e-05, -4.345958455959113981e-02, 1.207251053500268881e+03, -1.513083103685020747e+00, 3.017486998722683325e+02
1.354746033479706568e+00, -1.063815582942647752e-05, -4.375025395863530592e-02, 1.148180013573362885e+03, -1.444694039214195369e+00, 2.881573053723136013e+02
1.360536548270784074e+00, -1.063888323317459336e-05, -4.404092335767947897e-02, 1.089611665675529821e+03, -1.376304974743369103e+00, 2.746407182885533302e+02
1.366327063061861580e+00, -1.063961063692270920e-05, -4.433159275672364508e-02, 1.031539620168103056e+03, -1.307915910272543503e+00, 2.611983226203537924e+02
1.372117577852938863e+00, -1.064033804067082334e-05, -4.462226215576781119e-02, 9.739575952420507292e+02, -1.239526845801718125e+00, 2.478295090548269570e+02
1.377908092644016591e+00, -1.064106544441893918e-05, -4.491293155481197730e-02, 9.168594146456439375e+02, -1.171137781330891858e+00, 2.345336749788790485e+02
1.383698607435093653e+00, -1.064179284816705502e-05, -4.520360095385612953e-02, 8.602390055023919331e+02, -1.102748716860069145e+00, 2.213102248304097657e+02
1.389489122226171380e+00, -1.064252025191517087e-05, -4.549427035290030258e-02, 8.040903961340060278e+02, -1.034359652389242212e+00, 2.081585688731301786e+02
1.395279637017248664e+00, -1.064324765566328671e-05, -4.578493975194447563e-02, 7.484077139773796716e+02, -9.659705879184181665e-01, 1.950781240705456412e+02
1.401070151808326392e+00, -1.064397505941140085e-05, -4.607560915098864174e-02, 6.931851835111785931e+02, -8.975815234475920112e-01, 1.820683132280372547e+02
1.406860666599404119e+00, -1.064470246315951669e-05, -4.636627855003280785e-02, 6.384171243038125567e+02, -8.291924589767665221e-01, 1.691285665491629118e+02
1.412651181390481625e+00, -1.064542986690763253e-05, -4.665694794907698090e-02, 5.840979490173083377e+02, -7.608033945059403669e-01, 1.562583188421263571e+02
1.418441696181559131e+00, -1.064615727065574668e-05, -4.694761734812114701e-02, 5.302221615361191880e+02, -6.924143300351148778e-01, 1.434570119862050888e+02
1.424232210972636192e+00, -1.064688467440386252e-05, -4.723828674716532006e-02, 4.767843551024136559e+02, -6.240252655642907209e-01, 1.307240935108885083e+02
1.430022725763713920e+00, -1.064761207815197667e-05, -4.752895614620947923e-02, 4.237792105143869890e+02, -5.556362010934638995e-01, 1.180590166239903738e+02
1.435813240554791204e+00, -1.064833948190009420e-05, -4.781962554525363840e-02, 3.712014943572269203e+02, -4.872471366226411305e-01, 1.054612410454705582e+02
1.441603495242009370e+00, -1.064912673044946746e-05, -4.805119989379211254e-02, 3.189440807395654360e+02, -4.188580721518142536e-01, 9.290557039296506048e+01
1.447390985513604011e+00, -1.065055001686477415e-05, -4.765470481910009937e-02, 2.660252106244801666e+02, -3.504690076809894306e-01, 8.015486017471067726e+01
1.453178475785198653e+00, -1.065197330328007745e-05, -4.725820974440810007e-02, 2.135279727947369111e+02, -2.820799432101632198e-01, 6.747137018750984794e+01
1.458965966056793073e+00, -1.065339658969538244e-05, -4.686171466971607996e-02, 1.614473481971051569e+02, -2.136908787393391185e-01, 5.485457041416522372e+01
1.464753456328387493e+00, -1.065481987611068744e-05, -4.646521959502407373e-02, 1.097783971302002328e+02, -1.453018142685129355e-01, 4.230393613358243954e+01
1.470540946599982135e+00, -1.065624316252599074e-05, -4.606872452033206056e-02, 5.851625766960540886e+01, -7.691274979768675246e-02, 2.981894822779311482e+01
1.476328436871576777e+00, -1.065766644894129574e-05, -4.567222944564004045e-02, 7.656144154823834924e+00, -8.523685326861259876e-03, 1.739909303045132560e+01
1.482115927143171197e+00, -1.065908973535660074e-05, -4.527573437094803421e-02, -4.280665430740646116e+01, 5.986537914396423271e-02, 5.043862322817631139e+00
1.487903417414765617e+00, -1.066051302177190573e-05, -4.487923929625602104e-02, -9.287677528941651417e+01, 1.282544436147897426e-01, -7.247247376671836605e+00
1.493690907686360259e+00, -1.066193630818721073e-05, -4.448274422156402175e-02, -1.425587844762484906e+02, 1.966435080856131501e-01, -1.947473357115934789e+01
1.499478397957954456e+00, -1.066335959460251403e-05, -4.408624914687200858e-02, -1.918571770357303308e+02, 2.650325725564379731e-01, -3.163908919417916366e+01
1.505265888229549098e+00, -1.066478288101781903e-05, -4.368975407218000234e-02, -2.407763789903795839e+02, 3.334216370272648500e-01, -4.374080174370725160e+01
1.511053378501143740e+00, -1.066620616743312402e-05, -4.329325899748798917e-02, -2.893207485359698694e+02, 4.018107014980903391e-01, -5.578035413606342274e+01
1.516840868772738382e+00, -1.066762945384842732e-05, -4.289676392279597600e-02, -3.374945773385623511e+02, 4.701997659689158282e-01, -6.775822368042554444e+01
1.522628359044333024e+00, -1.066905274026373063e-05, -4.250026884810396283e-02, -3.853020917851916352e+02, 5.385888304397413728e-01, -7.967488328794708252e+01
1.528415849315927444e+00, -1.067047602667903732e-05, -4.210377377341194965e-02, -4.327474542446207693e+02, 6.069778949105668620e-01, -9.153080146372509773e+01
1.534203339587522086e+00, -1.067189931309434231e-05, -4.170727869871993648e-02, -4.798347642538471405e+02, 6.753669593813923511e-01, -1.033264407745955253e+02
1.539990829859116728e+00, -1.067332259950964731e-05, -4.131078362402792331e-02, -5.265680597086100079e+02, 7.437560238522178402e-01, -1.150622600596403231e+02
1.545778320130711148e+00, -1.067474588592495061e-05, -4.091428854933591708e-02, -5.729513180180452991e+02, 8.121450883230418860e-01, -1.267387132692624192e+02
1.551565810402305345e+00, -1.067616917234025561e-05, -4.051779347464391084e-02, -6.189884572299230285e+02, 8.805341527938673751e-01, -1.383562495885768726e+02
1.557353300673900209e+00, -1.067759245875556060e-05, -4.012129839995190461e-02, -6.646833371379370874e+02, 9.489232172646921981e-01, -1.499153140003542433e+02
1.563140790945494629e+00, -1.067901574517086391e-05, -3.972480332525989144e-02, -7.100397603485644140e+02, 1.017312281735518464e+00, -1.614163467421574580e+02
1.568927073974914377e+00, -1.068071679435453984e-05, -3.905402536416893722e-02, -7.170301212954695984e+02, 1.031106119828610002e+00, -1.634017302310929836e+02
1.574713051986767365e+00, -1.068248802210343857e-05, -3.831394805260883440e-02, -7.143955334852802252e+02, 1.031106119828610668e+00, -1.629935264495427987e+02
1.580499029998620575e+00, -1.068425924985234068e-05, -3.757387074104873159e-02, -7.117802353555164245e+02, 1.031106119828610668e+00, -1.625873571582910131e+02
1.586285008010473785e+00, -1.068603047760123941e-05, -3.683379342948862878e-02, -7.091840158406478167e+02, 1.031106119828610668e+00, -1.621832070893031528e+02
1.592070986022326773e+00, -1.068780170535013813e-05, -3.609371611792852597e-02, -7.066066669161924665e+02, 1.031106119828610668e+00, -1.617810614852796789e+02
1.597856964034179761e+00, -1.068957293309903686e-05, -3.535363880636842315e-02, -7.040479835984544934e+02, 1.031106119828610668e+00, -1.613809048905383179e+02
1.603642942046032749e+00, -1.069134416084793559e-05, -3.461356149480834116e-02, -7.015077638436334837e+02, 1.031106119828610668e+00, -1.609827232501783385e+02
1.609428920057885737e+00, -1.069311538859683432e-05, -3.387348418324824528e-02, -6.989858085235418912e+02, 1.031106119828611112e+00, -1.605865014597167715e+02
1.615214898069738947e+00, -1.069488661634573304e-05, -3.313340687168813553e-02, -6.964819213574006653e+02, 1.031106119828610668e+00, -1.601922254602367843e+02
1.621000876081592157e+00, -1.069665784409463516e-05, -3.239332956012803966e-02, -6.939959088713765141e+02, 1.031106119828611556e+00, -1.597998806620064727e+02
1.626787865553117829e+00, -1.069898060745921979e-05, -3.188338205337826886e-02, -6.614982713774647891e+02, 9.852994384317647070e-01, -1.516855670975447197e+02
1.632574907262722252e+00, -1.070133185555904383e-05, -3.138531988344826079e-02, -6.276856645239588488e+02, 9.371270146338172014e-01, -1.432128642606848246e+02
1.638361948972326898e+00, -1.070368310365886618e-05, -3.088725771351825272e-02, -5.941119676322562100e+02, 8.889545908358690296e-01, -1.347813559745683847e+02
1.644148990681931322e+00, -1.070603435175869022e-05, -3.038919554358824465e-02, -5.607746575227112089e+02, 8.407821670379215240e-01, -1.263907424935186725e+02
1.649936032391535967e+00, -1.070838559985851427e-05, -2.989113337365822964e-02, -5.276712464104500668e+02, 7.926097432399746845e-01, -1.180407269927970049e+02
1.655723074020731822e+00, -1.071088929209225198e-05, -2.939311750999741221e-02, -4.948016267974835500e+02, 7.444281023111980478e-01, -1.096962400220257337e+02
1.661510115597244042e+00, -1.071349286680978061e-05, -2.889513198653441070e-02, -4.621625494555217983e+02, 6.962404222525632180e-01, -1.013692030558543138e+02
1.667297157173756261e+00, -1.071609644152730924e-05, -2.839714646307140225e-02, -4.297500872605637596e+02, 6.480527421939269450e-01, -9.308216632953184444e+01
1.673084198750268259e+00, -1.071870001624483786e-05, -2.789916093960839380e-02, -3.975618882805886187e+02, 5.998650621352927814e-01, -8.483484211225245986e+01
1.678871240293223099e+00, -1.072136551031790586e-05, -2.740119412522834530e-02, -3.655965983601016660e+02, 5.516736580870472695e-01, -7.661257134231308896e+01
1.684658596049427359e+00, -1.072442713128949598e-05, -2.697481349696533026e-02, -3.337489881904451750e+02, 5.034687385494025502e-01, -6.835004935248559832e+01
1.690447764866094271e+00, -1.072847739021274524e-05, -2.696094486679009861e-02, -3.015132599057054108e+02, 4.552638190117576089e-01, -5.996905024611616852e+01
1.696236933682761627e+00, -1.073252764913599281e-05, -2.694707623661486348e-02, -2.694975277268896434e+02, 4.070588994741122790e-01, -5.162783271226588511e+01
1.702026102400578056e+00, -1.073675547261069858e-05, -2.693326095666337405e-02, -2.377023522424761666e+02, 3.588433607265688607e-01, -4.328417325245408165e+01
1.707815271037402161e+00, -1.074112878068416647e-05, -2.691948938834142976e-02, -2.061249858652886928e+02, 3.106191213038142496e-01, -3.494564867633395266e+01
1.713604439442548033e+00, -1.074594132223672419e-05, -2.690585124111737753e-02, -1.747610152130661731e+02, 2.623948818810603045e-01, -2.664527913928613145e+01
1.719393607722148998e+00, -1.075097852451625100e-05, -2.689228052521079951e-02, -1.436107775828600381e+02, 2.141611758791641673e-01, -1.834541450261686180e+01
1.725182775886025421e+00, -1.075621814719654669e-05, -2.687877026490955931e-02, -1.126728014817619936e+02, 1.659154363614229744e-01, -1.003584607264312112e+01
1.730971943938096613e+00, -1.076166407057944097e-05, -2.686532233886430865e-02, -8.194176522036912047e+01, 1.176696968436814483e-01, -1.764617372559115438e+00
1.736761080485084374e+00, -1.076791736950296527e-05, -2.684970443145889493e-02, -5.228620340503908182e+01, 6.987795742976486701e-02, -5.078906383638804201e+00
1.742550207670409801e+00, -1.077430236043141294e-05, -2.683340446385540715e-02, -2.308711681089157608e+01, 2.222198015327398260e-02, -1.182293010461013161e+01
1.748339701275352764e+00, -1.078116297109621684e-05, -2.690059096348070000e-02, -4.444721354829304083e+00, -8.832744003974782321e-03, -2.125988564046059537e+01
1.754129891798743346e+00, -1.078877408067603218e-05, -2.712650026121388169e-02, -5.568646908761366809e+00, -8.316297482517824580e-03, -3.582234430484411547e+01
1.759920082322134149e+00, -1.079638519025584582e-05, -2.735240955894705991e-02, -6.685177019016951050e+00, -7.799850961060864236e-03, -5.031743070951870322e+01
1.765710272438927753e+00, -1.080471017018885056e-05, -2.757853223936844109e-02, -7.793999920823930339e+00, -7.281320742057930707e-03, -6.475142463590729847e+01
1.771500462415700916e+00, -1.081329692912919927e-05, -2.780473421374204598e-02, -8.892376209109915663e+00, -6.749617959912544707e-03, -7.916734727609951960e+01
1.777290587089230378e+00, -1.082280231925139980e-05, -2.802617840675905581e-02, -1.000436334630062163e+01, -6.217915177767848259e-03, -9.379440632632746144e+01
1.783080695652044412e+00, -1.083267762201964014e-05, -2.824649815159083199e-02, -1.111204164437864961e+01, -5.677528929337254116e-03, -1.084552420956030687e+02
1.788870804137758341e+00, -1.084269518694469127e-05, -2.846686088127715897e-02, -1.221041907262283388e+01, -5.128586668182472108e-03, -1.230813564165050593e+02
1.794660912568821987e+00, -1.085281091956920613e-05, -2.868725310597636941e-02, -1.330020394007321372e+01, -4.573773508826271643e-03, -1.376635942005765116e+02
1.800451020874692887e+00, -1.086315153364447420e-05, -2.890771289751598028e-02, -1.437954258050759648e+01, -4.005511362561491907e-03, -1.522317006116275024e+02
1.806241129089946273e+00, -1.087365065300339851e-05, -2.912822002881404471e-02, -1.544948157951840528e+01, -3.427826372377302307e-03, -1.667713718026741105e+02
1.812031237189054123e+00, -1.088435292845008520e-05, -2.934878783544035696e-02, -1.650941473435367968e+01, -2.838064131126645517e-03, -1.812934083568779613e+02
1.817821311291112574e+00, -1.089553344584313173e-05, -2.956687872786947086e-02, -1.663820986128997603e+01, -2.741324597528376882e-03, -1.833219621702535278e+02
1.823611378722365339e+00, -1.090680780253023039e-05, -2.978448360713836784e-02, -1.658538261978067396e+01, -2.741324597528722092e-03, -1.829083136801048681e+02
1.829401446153617439e+00, -1.091808215921732737e-05, -3.000208848640725443e-02, -1.653288977555315142e+01, -2.741324597529067302e-03, -1.824965278285222894e+02
1.835191513584870204e+00, -1.092935651590442773e-05, -3.021969336567615488e-02, -1.648072816719925981e+01, -2.741324597528722092e-03, -1.820865919453221693e+02
1.840981581016122748e+00, -1.094063087259152640e-05, -3.043729824494505187e-02, -1.642889466470702331e+01, -2.741324597528722092e-03, -1.816784937034883001e+02
1.846771648447375513e+00, -1.095190522927862506e-05, -3.065490312421395580e-02, -1.637738617600630064e+01, -2.741324597528376882e-03, -1.812722204288211287e+02
1.852561715878628057e+00, -1.096317958596572373e-05, -3.087250800348284585e-02, -1.632619966866768380e+01, -2.741324597528376882e-03, -1.808677603211034466e+02
1.858351783309880823e+00, -1.097445394265282240e-05, -3.109011288275174978e-02, -1.627533212107988092e+01, -2.741324597528376882e-03, -1.804651008817353386e+02
1.864141850741133366e+00, -1.098572829933992107e-05, -3.130771776202063983e-02, -1.622478056453849149e+01, -2.741324597528376882e-03, -1.800642304740512714e+02
1.869931918172385910e+00, -1.099700265602701973e-05, -3.152532264128954376e-02, -1.617454206572543285e+01, -2.741324597528376882e-03, -1.796651369546667070e+02
1.875721985603638231e+00, -1.100827701271411840e-05, -3.174292752055843381e-02, -1.612461372362004397e+01, -2.741324597528376882e-03, -1.792678085113163604e+02
1.881512053034890997e+00, -1.101955136940121707e-05, -3.196053239982732386e-02, -1.607499267670360510e+01, -2.741324597529067302e-03, -1.788722338665660345e+02
1.887302120466143540e+00, -1.103082572608831574e-05, -3.217813727909622779e-02, -1.602567609469669208e+01, -2.741324597528376882e-03, -1.784784008689992447e+02
1.893092187897396084e+00, -1.104210008277541440e-05, -3.239574215836511784e-02, -1.597666118242383249e+01, -2.741324597529067302e-03, -1.780862984047333271e+02
1.898882255328649071e+00, -1.105337443946251646e-05, -3.261334703763402176e-02, -1.592794518414871163e+01, -2.741324597529067302e-03, -1.776959151923180968e+02
1.904672322759901171e+00, -1.106464879614961174e-05, -3.283095191690291181e-02, -1.587952536991822683e+01, -2.741324597529067302e-03, -1.773072394315363738e+02
1.910462390191154158e+00, -1.107592315283671210e-05, -3.304855679617181574e-02, -1.583139905167980999e+01, -2.741324597529067302e-03, -1.769202603516728232e+02
1.916252457622406480e+00, -1.108719750952381077e-05, -3.326616167544070579e-02, -1.578356356454585985e+01, -2.741324597529067302e-03, -1.765349670224766214e+02
1.922042525053659467e+00, -1.109847186621091113e-05, -3.348376655470961666e-02, -1.573601628702667732e+01, -2.741324597528376882e-03, -1.761513479868978891e+02
1.927832592484911789e+00, -1.110974622289800980e-05, -3.370137143397850671e-02, -1.568875461125717408e+01, -2.741324597528376882e-03, -1.757693926498209862e+02
1.933622659916164332e+00, -1.112102057958510847e-05, -3.391897631324739676e-02, -1.564177597800666142e+01, -2.741324597528376882e-03, -1.753890902565947272e+02
1.938510018993472084e+00, -1.116383486520143577e-05, -3.999983965881655223e-02, 5.333476591049322035e-01, -1.913698059201314125e-03, 3.252234872701587420e+01
1.943307096287855806e+00, -1.140204573860130187e-05, -4.565617101919874909e-02, 5.671240339631651750e+02, -1.743363260887288158e-01, 1.938026252114921590e+04
1.151991404588811996e+00, -1.086768892848576133e-05, -1.398655934387803279e-02, 5.217670946341675803e-03, -9.330424424698564867e-03, 1.541585160495075257e+01
1.157909475504124819e+00, -1.087220792466666259e-05, -4.327146064026139716e-02, 1.705465830845809251e+03, -1.880584965416743692e+00, 3.984086486545977550e+02
1.163701502554943756e+00, -1.087258738708118470e-05, -4.390571227617366679e-02, 1.696977306684454561e+03, -1.880584965416744359e+00, 3.971992737810689960e+02
1.169493529605762916e+00, -1.087296684949570511e-05, -4.453996391208592254e-02, 1.688572862991593183e+03, -1.880584965416743692e+00, 3.959972190907342906e+02
1.175285556656581853e+00, -1.087334631191022553e-05, -4.517421554799817829e-02, 1.680251256673329408e+03, -1.880584965416743692e+00, 3.948024179203667927e+02
1.181077583707400791e+00, -1.087372577432474764e-05, -4.580846718391043404e-02, 1.672011269024280864e+03, -1.880584965416743026e+00, 3.936148049754845033e+02
1.186869610758219507e+00, -1.087410523673926805e-05, -4.644271881982268979e-02, 1.663851705117921711e+03, -1.880584965416743026e+00, 3.924343156204710112e+02
1.192661637809038666e+00, -1.087448469915378847e-05, -4.707697045573495942e-02, 1.655771393254232862e+03, -1.880584965416744359e+00, 3.912608859138923663e+02
1.198452664668935297e+00, -1.087509428590064398e-05, -4.748398081495036616e-02, 1.608386963247521635e+03, -1.835353237303803287e+00, 3.811849884924482694e+02
1.204243179460012581e+00, -1.087582168964875982e-05, -4.777465021399452533e-02, 1.541392478588444419e+03, -1.766964172832979241e+00, 3.666211732518681288e+02
1.210033694251090086e+00, -1.087654909339687566e-05, -4.806531961303869144e-02, 1.475039022093714038e+03, -1.698575108362153863e+00, 3.521436954421196788e+02
1.215824209042167592e+00, -1.087727649714499150e-05, -4.835598901208287143e-02, 1.409317437173679991e+03, -1.630186043891328262e+00, 3.377517896543033658e+02
1.221614723833245097e+00, -1.087800390089310734e-05, -4.864665841112702366e-02, 1.344218740803593846e+03, -1.561796979420502884e+00, 3.234446995566744931e+02
1.227405238624322603e+00, -1.087873130464122149e-05, -4.893732781017119671e-02, 1.279734119440426184e+03, -1.493407914949677950e+00, 3.092216773720438141e+02
1.233195753415400109e+00, -1.087945870838933563e-05, -4.922799720921536976e-02, 1.215854925021808867e+03, -1.425018850478851684e+00, 2.950819843768317696e+02
1.238986268206477614e+00, -1.088018611213745317e-05, -4.951866660825953587e-02, 1.152572671140559578e+03, -1.356629786008026306e+00, 2.810248902500517261e+02
1.244776782997555342e+00, -1.088091351588556732e-05, -4.980933600730370892e-02, 1.089879029230664401e+03, -1.288240721537200040e+00, 2.670496735566671873e+02
1.250567297788632626e+00, -1.088164091963368316e-05, -5.010000540634786809e-02, 1.027765824963296382e+03, -1.219851657066375328e+00, 2.531556210926509038e+02
1.256357812579710131e+00, -1.088236832338179900e-05, -5.039067480539204114e-02, 9.662250346591633843e+02, -1.151462592595548395e+00, 2.393420275300449589e+02
1.262148327370787637e+00, -1.088309572712991314e-05, -5.068134420443619337e-02, 9.052487818647309723e+02, -1.083073528124725016e+00, 2.256081962788032911e+02
1.267938842161865143e+00, -1.088382313087802898e-05, -5.097201360348036642e-02, 8.448293339555079910e+02, -1.014684463653900082e+00, 2.119534381258950475e+02
1.273729356952942426e+00, -1.088455053462614483e-05, -5.126268300252453947e-02, 7.849590989052356917e+02, -9.462953991830740375e-01, 1.983770724089206681e+02
1.279519871744019710e+00, -1.088527793837426067e-05, -5.155335240156869864e-02, 7.256306220663147997e+02, -8.779063347122477712e-01, 1.848784260376247346e+02
1.285310386535097438e+00, -1.088600534212237481e-05, -5.184402180061287863e-02, 6.668365831068466605e+02, -8.095172702414222821e-01, 1.714568334585780747e+02
1.291100901326174943e+00, -1.088673274587049065e-05, -5.213469119965703780e-02, 6.085697929924118625e+02, -7.411282057705982362e-01, 1.581116366747988593e+02
1.296891416117252671e+00, -1.088746014961860649e-05, -5.242536059870121085e-02, 5.508231910458944185e+02, -6.727391412997713038e-01, 1.448421854016393695e+02
1.302681930908329955e+00, -1.088818755336672233e-05, -5.271602999774538389e-02, 4.935898420965145306e+02, -6.043500768289464808e-01, 1.316478364118450202e+02
1.308472445699407682e+00, -1.088891495711483648e-05, -5.300669939678954307e-02, 4.368629337201978728e+02, -5.359610123581203256e-01, 1.185279541983438918e+02
1.314262960490485188e+00, -1.088964236086295232e-05, -5.329736879583370918e-02, 3.806357735132072548e+02, -4.675719478872948365e-01, 1.054819097888577488e+02
1.320052345038710495e+00, -1.089062981134403366e-05, -5.333124939292818029e-02, 3.244289282071928824e+02, -3.991828834164693474e-01, 9.239820155637455912e+01
1.325839835310304915e+00, -1.089205309775934035e-05, -5.293475431823618099e-02, 2.679238791840489284e+02, -3.307938189456466338e-01, 7.920240107550465325e+01
1.331627325581899335e+00, -1.089347638417464365e-05, -5.253825924354417476e-02, 2.119101309345933828e+02, -2.624047544748204230e-01, 6.608024402725924062e+01
1.337414815853493977e+00, -1.089489967058994695e-05, -5.214176416885216159e-02, 1.563813035409166901e+02, -1.940156900039949339e-01, 5.303111604302249305e+01
1.343202306125088619e+00, -1.089632295700525195e-05, -5.174526909416014148e-02, 1.013311270745139723e+02, -1.256266255331701109e-01, 4.005440876745430501e+01
1.348989796396683261e+00, -1.089774624342055694e-05, -5.134877401946813524e-02, 4.675343923708487637e+01, -5.723756106234324792e-02, 2.714952104780329023e+01
1.354777286668277902e+00, -1.089916952983586025e-05, -5.095227894477612207e-02, -7.357816943800628451e+00, 1.115150340848224814e-02, 1.431585842307993062e+01
1.360564776939872322e+00, -1.090059281625116524e-05, -5.055578387008410890e-02, -6.100859535645565757e+01, 7.954056787930774419e-02, 1.552832800510486777e+00
1.366352267211466742e+00, -1.090201610266647024e-05, -5.015928879539209573e-02, -1.142047489766439412e+02, 1.479296323501332333e-01, -1.114013740819737563e+01
1.372139757483061384e+00, -1.090343938908177354e-05, -4.976279372070008256e-02, -1.669520320053177898e+02, 2.163186968209587224e-01, -2.376362743096868968e+01
1.377927247754656026e+00, -1.090486267549707854e-05, -4.936629864600806938e-02, -2.192561019538619860e+02, 2.847077612917842115e-01, -3.631820614713382156e+01
1.383714738026250224e+00, -1.090628596191238353e-05, -4.896980357131607009e-02, -2.711225216517570971e+02, 3.530968257626069806e-01, -4.880443642274735794e+01
1.389502228297844866e+00, -1.090770924832768853e-05, -4.857330849662405692e-02, -3.225567612177588330e+02, 4.214858902334324697e-01, -6.122287477919341825e+01
1.395289718569439508e+00, -1.090913253474299352e-05, -4.817681342193205069e-02, -3.735641999859132056e+02, 4.898749547042593466e-01, -7.357407189223977184e+01
1.401077208841034150e+00, -1.091055582115829683e-05, -4.778031834724003751e-02, -4.241501283968384541e+02, 5.582640191750848357e-01, -8.585857227633997013e+01
1.406864699112628792e+00, -1.091197910757360182e-05, -4.738382327254801740e-02, -4.743197498051027310e+02, 6.266530836459096587e-01, -9.807691493172590924e+01
1.412652189384223211e+00, -1.091340239398890682e-05, -4.698732819785601117e-02, -5.240781822713584006e+02, 6.950421481167358140e-01, -1.102296325218073889e+02
1.418439679655817853e+00, -1.091482568040421012e-05, -4.659083312316399800e-02, -5.734304603086815177e+02, 7.634312125875613031e-01, -1.223172527222961037e+02
1.424227169927412273e+00, -1.091624896681951512e-05, -4.619433804847199176e-02, -6.223815365669606763e+02, 8.318202770583882355e-01, -1.343402970318926748e+02
1.430014660199006915e+00, -1.091767225323481842e-05, -4.579784297377997165e-02, -6.709362835139156687e+02, 9.002093415292122813e-01, -1.462992816380533441e+02
1.435802150470601113e+00, -1.091909553965012511e-05, -4.540134789908797930e-02, -7.190994950169426829e+02, 9.685984060000357720e-01, -1.581947168708453546e+02
1.441589510690266085e+00, -1.092054874846606051e-05, -4.497530529914310626e-02, -7.625189948573186030e+02, 1.031106119828610002e+00, -1.689734831552309515e+02
1.447375488702119295e+00, -1.092231997621495923e-05, -4.423522798758301733e-02, -7.594707759495415758e+02, 1.031106119828610002e+00, -1.685268146475790161e+02
1.453161466713972505e+00, -1.092409120396385796e-05, -4.349515067602291452e-02, -7.564468309120254617e+02, 1.031106119828610668e+00, -1.680825013408762914e+02
1.458947444725825271e+00, -1.092586243171275669e-05, -4.275507336446281170e-02, -7.534468709413625902e+02, 1.031106119828610668e+00, -1.676405245649809217e+02
1.464733422737678481e+00, -1.092763365946165541e-05, -4.201499605290270889e-02, -7.504706117988135929e+02, 1.031106119828610668e+00, -1.672008661801988296e+02
1.470519400749531469e+00, -1.092940488721055414e-05, -4.127491874134260608e-02, -7.475177737251981398e+02, 1.031106119828610668e+00, -1.667635078634796173e+02
1.476305378761384679e+00, -1.093117611495945287e-05, -4.053484142978249632e-02, -7.445880813414270278e+02, 1.031106119828610668e+00, -1.663284316349402161e+02
1.482091356773237667e+00, -1.093294734270835498e-05, -3.979476411822240045e-02, -7.416812635686123940e+02, 1.031106119828610668e+00, -1.658956198539405875e+02
1.487877334785090877e+00, -1.093471857045725371e-05, -3.905468680666229764e-02, -7.387970535484661241e+02, 1.031106119828610668e+00, -1.654650545405976914e+02
1.493663312796943643e+00, -1.093648979820615244e-05, -3.831460949510222258e-02, -7.359351885581100987e+02, 1.031106119828610668e+00, -1.650367182258551111e+02
1.499449290808796631e+00, -1.093826102595505116e-05, -3.757453218354211977e-02, -7.330954099181028596e+02, 1.031106119828610668e+00, -1.646105941152184187e+02
1.505235268820649841e+00, -1.094003225370394989e-05, -3.683445487198201695e-02, -7.302774629419800476e+02, 1.031106119828610668e+00, -1.641866647357070974e+02
1.511021246832503051e+00, -1.094180348145284862e-05, -3.609437756042191414e-02, -7.274810968351741849e+02, 1.031106119828610668e+00, -1.637649133006751185e+02
1.516807224844356039e+00, -1.094357470920174734e-05, -3.535430024886181133e-02, -7.247060646308889318e+02, 1.031106119828610668e+00, -1.633453230117038117e+02
1.522593202856209249e+00, -1.094534593695064777e-05, -3.461422293730170852e-02, -7.219521231224091480e+02, 1.031106119828610668e+00, -1.629278772458824562e+02
1.528379180868062237e+00, -1.094711716469954819e-05, -3.387414562574160570e-02, -7.192190327766306837e+02, 1.031106119828610668e+00, -1.625125600666347907e+02
1.534165158879915225e+00, -1.094888839244844691e-05, -3.313406831418150289e-02, -7.165065576772133227e+02, 1.031106119828610446e+00, -1.620993545000343943e+02
1.539951136891768435e+00, -1.095065962019734564e-05, -3.239399100262140008e-02, -7.138144654593440919e+02, 1.031106119828610668e+00, -1.616882449526722780e+02
1.545737114903621201e+00, -1.095243084794624437e-05, -3.165391369106131114e-02, -7.111425272282933747e+02, 1.031106119828610002e+00, -1.612792153006917886e+02
