1.316725849631893652e+00, -1.609643859770651820e-03, -2.707227853844891910e-03, -6.230925303478149734e-03, -1.513652589722641693e-03
8.394012287820482587e-01, -4.229787475214555892e-01, -5.263364641572015890e-01, -1.026621568554523245e+00, -2.777207312926818217e-01
1.807617758931164165e+00, -1.253703256734440830e-01, -2.134485039101826631e-01, -4.360021032145119935e-01, -2.035133315315908575e+00
1.163470610221101875e+00, -3.421410832455401008e-01, -4.678957048286130904e-01, -8.538127568231201892e-01, -6.225273348380174765e-01
1.516390167548346213e+00, -7.308268666411494273e-03, -1.345652916843545141e-02, -3.094268292541400497e-02, -4.043478587376320155e-02
1.747060471662715608e+00, -6.825018942690008750e-02, -1.258190180185688178e-01, -2.739215975832459127e-01, -1.187931897783409685e+00
1.795339645666609085e+00, -1.400573673737748326e-02, -2.587226799103207672e-02, -5.940762741484760523e-02, -3.620527631707897154e-01
1.009195558778203772e+00, -5.841811258837257409e-02, -8.475204304544309286e-02, -1.937561000891561691e-01, 7.103673471665042372e-02
2.149063241124269386e+00, -3.232962251913908958e-01, -1.868980503247823499e-01, 7.806481914706413505e-01, 5.381844900792252417e+00
1.561193324792028880e+00, -9.184873535001614187e-02, -1.648177101768776576e-01, -3.493418005266227255e-01, -6.355596594279108169e-01
1.795766614298771824e+00, -3.831934544463879155e-01, -5.087408473588238556e-01, -8.284687184272991889e-01, -1.872260078064620803e+00
1.308623530194402473e+00, -2.368779909219587698e-01, -3.561537735102626723e-01, -6.757807266018860393e-01, -5.923515552357320191e-01
1.646263649393911344e+00, -1.760261797129011874e-01, -2.922170076903447544e-01, -5.382986227612741592e-01, -1.350527251873816947e+00
1.660212484041410086e+00, -3.987854131192733464e-02, -7.563658751918347911e-02, -1.704105508404432923e-01, -4.943685199319046708e-01
1.339260890187596864e+00, -6.081079352788293022e-03, -1.033817653510672903e-02, -2.380526466202980904e-02, -7.877829426371933674e-03
1.496724265980773350e+00, -2.471529780362222706e-01, -3.786899297897135530e-01, -6.678205459775515829e-01, -1.091375877039561182e+00
9.139699257895947948e-01, -5.759766380713600420e-02, -8.021814131522111979e-02, -1.837230820383098095e-01, 8.610892132809876143e-02
8.962899193385763796e-01, -4.219939159716933758e-02, -5.839383534405044596e-02, -1.339047411004589683e-01, 6.647535839499234267e-02
