1.098722615096848321e+00, 1.574782295182831221e-02, 9.653796050938705589e-03, 2.228457137520519285e-02, 4.308335242743395466e-02
9.239439475523530954e-01, 1.985944371221089189e-02, 1.318972569691615609e-02, 3.044382200269985655e-02, 5.859030172893539556e-02
1.641333933184657479e+00, 2.200596130692218932e-01, 9.643462050112550088e-02, 2.081302956389029235e-01, 5.189733211303191318e-01
1.533165315745068424e+00, 3.867639789085130543e-03, 1.872849751401515876e-03, 4.303394226481595079e-03, 9.264744830091656974e-03
1.672291735807921231e+00, 6.226465660312510003e-03, 2.727602329948230608e-03, 6.296815141191619038e-03, 1.520162388320258316e-02
1.262630860325118842e+00, 2.761394276241217749e-02, 1.561079904072046332e-02, 3.586549901939951185e-02, 7.061637607869472588e-02
9.594681747253398507e-01, 7.891043920835369430e-02, 5.149841246820646007e-02, 1.182020329846090595e-01, 2.276906250618473959e-01
1.296290918350039068e+00, 1.525706905939431257e-01, 8.408961254649326145e-02, 1.900651527663085039e-01, 3.808760207706873291e-01
9.508348855543445888e-01, 1.995820276552982553e-01, 1.295574063180447433e-01, 2.895635752929416329e-01, 5.603598593279033313e-01
1.450842589730306331e+00, 6.865290227865292194e-03, 3.499109191905027273e-03, 8.039155132576416077e-03, 1.665039909374904301e-02
8.682988947838404803e-01, 2.935221335639941198e-02, 1.997779599533704847e-02, 4.611316311799802670e-02, 8.873011503656552668e-02
9.459162161900867005e-01, 1.744998032454047054e-01, 1.138206639675512499e-01, 2.559110317891843400e-01, 4.921122030446575257e-01
1.159981745344543125e+00, 6.106392119247577854e-02, 3.630791771547225988e-02, 8.344489155660239632e-02, 1.625819429732012766e-01
1.275715535229898112e+00, 1.343664382260000706e-02, 7.546193886147425055e-03, 1.732205854048191399e-02, 3.405866251277092638e-02
1.102067762968980791e+00, 3.142719929686508748e-03, 1.923632546774133338e-03, 4.414959148898924858e-03, 8.505318695975816468e-03
1.720005714475434822e+00, 1.152161853173131051e-01, 4.810772252363461343e-02, 1.087192265564046745e-01, 2.865930646772597568e-01
1.196148604606129817e+00, 8.980673016466399206e-03, 5.251760647955861991e-03, 1.210981692273625961e-02, 2.362875353529243772e-02
1.451935404857537248e+00, 6.522946749507916309e-01, 2.783975027775191791e-01, 3.252500283386179358e-01, 1.286490847425397988e+00
1.628482462231473082e+00, 5.844157501271158850e-01, 2.202909398190198154e-01, 2.265352550229950135e-01, 1.346143205899689388e+00
1.166169973074417721e+00, 1.995815638539616965e-01, 1.169609449889863900e-01, 2.605724133643398943e-01, 5.114317396157379569e-01
1.054545263367581143e+00, 8.448917376189041956e-03, 5.288182801906619879e-03, 1.214908698179086380e-02, 2.333392692185261297e-02
1.812643152251379952e+00, 3.793117847926220920e-02, 1.449349622055638720e-02, 3.322303665109901938e-02, 1.045815224504896279e-01
1.747963782261162002e+00, 2.310732512693993157e-01, 9.166947292406957271e-02, 1.926112843771291272e-01, 5.841431498970954816e-01
1.839172407694694700e+00, 6.257387964539851133e-02, 2.306234199715801597e-02, 5.261997935924980080e-02, 1.823917577817408264e-01
1.095297521302593946e+00, 3.300021674619831990e-03, 2.026408917067835675e-03, 4.677142327694637502e-03, 9.057124730565177528e-03
1.159355207320398762e+00, 9.546062569633861905e-03, 5.684241841762617542e-03, 1.305525249547332366e-02, 2.527357258846158611e-02
1.605416884916297526e+00, 2.675297461392748266e-01, 1.192232869348777008e-01, 2.500961478465861809e-01, 6.207100694045399880e-01
1.086123015943012859e+00, 8.226413910369552163e-01, 4.127887534855237961e-01, 4.334834776973627291e-01, 1.458159201471072475e+00
1.514295506889895560e+00, 7.569665361069280972e-03, 3.710262912324673035e-03, 8.555947200687932797e-03, 1.827393009608069274e-02
1.690979175570951121e+00, 5.210221953002786011e-02, 2.244441760187738943e-02, 5.158563990810799416e-02, 1.281704800924118870e-01
1.768336687394412632e+00, 8.764113438287351315e-03, 3.520549585210359760e-03, 8.087170154825421009e-03, 2.260517436473440805e-02
1.420566595553654832e+00, 2.843711222624124568e-01, 1.430235170841808456e-01, 3.029236110220987488e-01, 6.601279239783508501e-01
1.160323229834355319e+00, 2.547816997107763548e-01, 1.485642488283680507e-01, 3.233548563164613254e-01, 6.413047609888455902e-01
1.351414890988702044e+00, 5.365626508896572666e-01, 2.603468850131916978e-01, 4.332910791456754951e-01, 1.110423204461151281e+00
1.431662771315849403e+00, 9.902142868513695920e-03, 5.104333453544501395e-03, 1.171376809037871607e-02, 2.406104447661146575e-02
7.992160444310105749e-01, 5.236162609358262499e-01, 3.434092934897671201e-01, 6.571115510622677069e-01, 1.324706689468698961e+00
8.674590321478872212e-01, 2.070281068303995164e-01, 1.394362149280431729e-01, 3.114083415991613646e-01, 6.011341230379985134e-01
8.592033996555844544e-01, 1.019732154726610551e-01, 6.951233614093851876e-02, 1.593895286394554356e-01, 3.064871388214776005e-01
1.351807573426173414e+00, 1.507187223308132096e-01, 8.061700853029041269e-02, 1.821486406208881748e-01, 3.714055088633158030e-01
1.163127632930742283e+00, 5.022796482039209448e-02, 2.983066502529357206e-02, 6.844720974826733195e-02, 1.330681965367248032e-01
1.252609827359369099e+00, 1.160540361590032404e-02, 6.596084395916640940e-03, 1.521593990471933194e-02, 2.991564571897960961e-02
1.673424818698611816e+00, 3.811871038071423246e-01, 1.542430164123437253e-01, 2.782888046461352571e-01, 9.010847640058277097e-01
1.614101731961886887e+00, 7.662710206422903604e-03, 3.509612201638095605e-03, 8.093486847820659594e-03, 1.853886060088137319e-02
8.790740659527549461e-01, 5.338998999920935989e-02, 3.614741991206890659e-02, 8.335119721545093674e-02, 1.606629850002152249e-01
8.805139279856408763e-01, 3.292447126316250250e-01, 2.167212504012160368e-01, 4.647436718203739048e-01, 9.067245980097408120e-01
1.354258478935074006e+00, 1.801139738280796432e-02, 9.699606968434981019e-03, 2.238501297504232046e-02, 4.512287596309931537e-02
1.318379050845989831e+00, 1.428243288487381774e-02, 7.842829166089033965e-03, 1.810753755035180226e-02, 3.611354912263448763e-02
1.102120906345801288e+00, 1.801139206768445633e-02, 1.102327542106065240e-02, 2.532451149582160346e-02, 4.886376107186486684e-02
1.765865519680514417e+00, 5.339031044184837371e-02, 2.146383846097341813e-02, 4.903672588019575979e-02, 1.372640380643361246e-01
1.166710344808131739e+00, 4.986595726097860504e-01, 2.733588527424860581e-01, 5.019159329506172051e-01, 1.094740591214296899e+00
1.320405011106154269e+00, 4.254698143973545399e-01, 2.188413863335542386e-01, 4.201727197934331803e-01, 9.428956162561095145e-01
1.236043108273676250e+00, 6.458703741508938986e-03, 3.702126281421621277e-03, 8.505860754862665934e-03, 1.665448590375678134e-02
9.862436637230885816e-01, 3.357125239101712427e-02, 2.167597657023629526e-02, 4.980150840874432439e-02, 9.573700921642987194e-02
1.441073024878611886e+00, 6.136779571177670700e-01, 2.699280123170966217e-01, 3.611857663398052587e-01, 1.226169578148721850e+00
1.523873917262731803e+00, 2.761405491608449544e-02, 1.344821175653248407e-02, 3.087818055244138937e-02, 6.618139243900025837e-02
1.308533036085745227e+00, 6.699639836348605243e-03, 3.698486245890407389e-03, 8.523671064313507670e-03, 1.697580709850288888e-02
1.330115531591649525e+00, 1.044931447632573007e-01, 5.680225235704165765e-02, 1.293399735371080495e-01, 2.596518701156327324e-01
1.139851032503774064e+00, 6.257314467917078626e-02, 3.756849881041109118e-02, 8.630520209210609806e-02, 1.677531886288835539e-01
1.168604212382123198e+00, 1.854857592735452143e-01, 1.087551959212508246e-01, 2.432080481544749984e-01, 4.772861148507863693e-01
1.463597447659748418e+00, 7.121379748571280213e-03, 3.601957513503466126e-03, 8.286100665401682774e-03, 1.720393551827585632e-02
9.227059085242197423e-01, 1.224680197534614989e-01, 8.106321311324096723e-02, 1.846092165388675821e-01, 3.555701115227160036e-01
1.243387489374058630e+00, 2.045105921704537533e-01, 1.151659637241332357e-01, 2.559278426228930314e-01, 5.098401791738014222e-01
1.160923356598280165e+00, 9.593395365253537532e-02, 5.691666093151018235e-02, 1.297463315905693637e-01, 2.523844657762377430e-01
1.818287742888548886e+00, 1.961839599412024474e-02, 7.450541871738388701e-03, 1.710380464901162245e-02, 5.462761974165977752e-02
1.302022248475407817e+00, 1.694460772619940311e-02, 9.385695014874365083e-03, 2.158416624326132613e-02, 4.277425085707431407e-02
8.578193640170577172e-01, 3.082053184995705089e-02, 2.107324874339076143e-02, 4.849055863534518923e-02, 9.331324215527922461e-02
1.550303109844407334e+00, 2.775134582993747934e-01, 1.284587520109781167e-01, 2.704051767005787310e-01, 6.394098883549290679e-01
1.418904499213960779e+00, 2.216605714010156866e-02, 1.150940198391065677e-02, 2.643111231315584467e-02, 5.392497290967972201e-02
1.447769262715416616e+00, 2.629802065394930277e-02, 1.342462522261833602e-02, 3.083859389376665538e-02, 6.390750725350001493e-02
1.853012118807363606e+00, 2.504452778169901153e-02, 9.074831055909615696e-03, 2.086230825080601786e-02, 7.657319291008857221e-02
8.604675460779329654e-01, 3.765686226337517928e-01, 2.480270199872001979e-01, 5.172188476561540016e-01, 1.013247755318006149e+00
