1.284971385091130847e+00, -9.416080853518705648e-04, -2.618706339458772882e-03, -6.027858647383074753e-03, 1.064429852859205203e-02 0
1.051314070803279543e+00, -3.169728532572865798e-02, -6.511974423820637847e-02, -1.490056401927415675e-01, 2.763392611978380264e-01 0
8.513404106193929177e-01, -4.448604608773477631e-01, -6.468782797405855378e-01, -1.090207737124437415e+00, -1.669777578638215743e-01 0
1.395497051132547295e+00, -9.927418171799352875e-03, -3.318574598614345422e-02, -7.600902807900203340e-02, 1.040791839494614596e-01 0
1.158487578264356666e+00, -7.476061253295253339e-02, -1.703004081871707931e-01, -3.722527246935491418e-01, 5.668777769482965523e-01 0
1.688976357865026090e+00, -5.339907434655973006e-02, -2.413106581162430819e-01, -3.348749885311589347e-01, -2.028025444154330170e+00 0
8.852317916226994932e-01, -4.897145789489317988e-03, -8.571757946609571271e-03, -1.973295877445009616e-02, 3.602134060655620695e-02 0
2.363688924979120198e+00, -4.021447467617007554e-01, -2.424722109006200166e-01, 3.405317642498607023e-01, 2.270088817446828777e+00 0
1.136320416113374421e+00, -2.375430849308047491e-03, -5.393748572096079136e-03, -1.242028048005009745e-02, 2.369166533027206034e-02 0
9.379937825075770341e-01, -6.124415928909556772e-01, -8.218736324606967791e-01, -1.187346788928087538e+00, -9.822648717936626195e-01 0
8.727265333792453283e-01, -1.437437033519382151e-02, -2.488019995107523807e-02, -5.725369526242737178e-02, 1.038554826523633429e-01 0
9.273875520455594490e-01, -7.996466158250514766e-02, -1.442491419724359347e-01, -3.258141338526426289e-01, 5.494733384620236194e-01 0
2.148507551264740467e+00, -3.514802397331593387e-01, -1.723233141807296864e-01, 1.403859288880630884e-01, 1.767002174792174252e+00 0
1.469388063774098363e+00, -2.913924487940198343e-02, -1.093234625263416609e-01, -2.355583263199093336e-01, 1.092132867050247258e-01 0
9.213482132756085630e-01, -5.175909650722515520e-01, -7.337677254948076211e-01, -1.116122128397644575e+00, -6.616623007631479148e-01 0
