2.151359875679878186e+00, -2.579462696569632674e-01, -1.978348084618306302e-01, 1.060939889630148347e-01, 2.020186515979780051e+00 0
1.308804542758719158e+00, -2.051763787207577794e-02, -1.883474294049352071e-01, -3.295333104355341880e-01, 3.225359521459875367e+00 0
1.156525237468017275e+00, -7.715735656971021983e-02, -3.122702687056203574e-01, -5.457404386694241216e-01, 2.099066969152920237e+00 0
1.153397406847862960e+00, -1.730923134251006676e-03, -7.967117548001469846e-03, -1.830180095588124570e-02, 1.293154160408476749e-01 0
1.412102616773427410e+00, -2.227506896930892266e-01, -6.609928356752060585e-01, -4.934353304835132903e-01, -1.568051180862175542e+00 0
1.589412122028636354e+00, -2.738636348813842103e-01, -7.172424755493598258e-01, -5.038011134813327185e-01, -1.999162310637991880e+00 0
2.726014954108986199e+00, -4.012076957831002821e-01, -3.533081076128042897e-01, 4.455952030674217301e-01, 2.873763970037747306e+00 0
1.770829728990752194e+00, -2.310159665224727210e-02, -4.636838316728797982e-01, -8.407780599601509530e-02, -3.451460879586402353e+00 0
8.872938035099872112e-01, -3.211818887489779548e-03, -7.743528257252582474e-03, -1.781718045634768724e-02, 7.371192958457870037e-02 0
1.201786010554404927e+00, -1.252249208728934294e-03, -6.984046982045967814e-03, -1.608875429071669402e-02, 1.335433833107564361e-01 0
9.609074619986950339e-01, -7.945887648115498858e-02, -2.145000805194443028e-01, -4.680829463880536445e-01, 1.839319369654940139e+00 0
6.194624401387723855e-01, -4.928411001113155443e-01, -7.374554069408623125e-01, -1.282842449943113250e+00, 6.167791668466067190e-01 0
8.746717508152030973e-01, -5.959197058272091424e-03, -1.406381265762123543e-02, -3.235480782351961293e-02, 1.313233306316148596e-01 0
2.601964368081993495e+00, -3.170199326097157266e-01, -3.521080698661847586e-01, 4.301933637346138650e-01, 3.358975926059630357e+00 0
8.421458038756108877e-01, -4.381453774584052052e-01, -7.563936321959424669e-01, -1.058701205370887743e+00, -1.555152553781254665e-01 0
6.673430229349174292e-01, -3.671895985400079887e-01, -5.996917245606734337e-01, -1.120420141610261933e+00, 1.206687648630672349e+00 0
1.213700255845786780e+00, -1.358797631780876876e-02, -7.904169334075680786e-02, -1.779067723012120461e-01, 1.483315430972351967e+00 0
2.242464998428196132e+00, -2.656552726776201245e-01, -2.344376370967583556e-01, 1.652607758586648046e-01, 2.271325046018576543e+00 0
2.785974987802791958e+00, -4.648258261647320033e-01, -3.449662825672203947e-01, 4.257213311458348248e-01, 2.524375775502888608e+00 0
1.231789786921590579e+00, -8.484170841446973810e-03, -5.424226988011843220e-02, -1.230172310839881822e-01, 1.120649852142061365e+00 0
2.654462599614982210e+00, -6.425322331627643102e-01, -2.750598052123056636e-01, 2.710866111500286335e-01, 1.754358879782303315e+00 0
1.454730901833028778e+00, -9.002091629652811053e-03, -2.882171151570776524e-01, -1.476115875647972808e-01, 1.692354494253038411e+00 0
1.126500709891519847e+00, -5.077137036893095701e-01, -8.751496649971596264e-01, -8.864653459625770893e-01, -1.338176549450297514e+00 0
1.237350772227173490e+00, -2.521352016313187921e-02, -1.575469399667762949e-01, -3.225028773333613596e-01, 2.551945286431779536e+00 0
1.163743030964597747e+00, -1.811945858769996587e-01, -5.447982460875937516e-01, -6.371428201812138203e-01, -1.037457789278371963e-02 0
2.872030849984100520e+00, -5.077680434507167995e-01, -3.507496180288871557e-01, 4.466818955583629625e-01, 2.469760372566685902e+00 0
1.942202503090908028e+00, -5.109417043564235678e-02, -6.723580925516781104e-02, -5.647383182617127934e-02, 2.896047116793798892e+00 0
2.868128459562127475e+00, -5.077120745348007169e-01, -3.498322428450031940e-01, 4.424477183885773823e-01, 2.451781103820081409e+00 0
1.177554118628001412e+00, -1.207875708079118350e-02, -6.055156425064975312e-02, -1.379853469319591297e-01, 1.032250049868811637e+00 0
1.217849267263746871e+00, -1.199949182986191076e-01, -4.608511800539636938e-01, -5.531259419909325681e-01, 4.586451252300219328e-01 0
